Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Search_Volume_Category,Product_Category,Competition_Category,normalized_searches,normalized_competition,Opportunity_Score,Opportunity_Category
coach outlet specials,INR,50,0.0,0.0,High,99.0,29.95,256.74,Least Frequently Visited,general_coach,High,1e-05,0.99,-39.5994,Low Opportunity
coach sling bag sale,INR,50,0.0,0.0,High,97.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.97,-38.7994,Low Opportunity
coach mens shoulder bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach burgundy crossbody bag,INR,500,0.0,0.0,High,100.0,13.69,130.08,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
black coach wallet mens,INR,50,0.0,0.0,Medium,66.0,,,Least Frequently Visited,wallets,Medium,1e-05,0.66,-26.3994,Low Opportunity
coach cross body bag women,INR,500,0.0,0.0,High,100.0,35.09,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach back pack men,INR,50,9.0,9.0,High,100.0,96.71,149.77,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
crossbody bag women coach,INR,500,9.0,9.0,High,100.0,39.37,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet site,INR,50000,-0.9,-0.9,High,100.0,57.34,256.74,Moderate Visits,general_coach,High,0.01,1.0,-39.4,Low Opportunity
women's coach wallet sale,INR,50,0.0,0.0,High,100.0,20.54,125.8,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet red bag,INR,500,0.0,9.0,High,100.0,79.59,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach shoulder crossbody bag,INR,500,0.0,9.0,High,100.0,95.0,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach men's cross bag,INR,500,0.0,0.0,High,100.0,96.71,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
cream coach wallet,INR,500,0.0,0.0,High,100.0,23.11,62.47,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach official store,INR,5000,0.0,0.0,High,100.0,149.77,149.77,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach bag big,INR,5000,0.0,0.0,High,100.0,26.53,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach mens cross body bag,INR,500,0.0,-0.9,High,100.0,118.96,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach slim wallets,INR,5000,0.0,0.0,High,100.0,77.88,149.77,Moderate Visits,wallets,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach city,INR,500,0.0,9.0,High,100.0,58.2,252.46,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach loafers outlet,INR,50,0.0,0.0,High,100.0,168.6,256.74,Least Frequently Visited,shoes,High,1e-05,1.0,-39.9994,Low Opportunity
large tote bag coach,INR,500,0.0,0.0,High,95.0,46.21,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.95,-37.994,Low Opportunity
coach men's leather bag,INR,500,0.0,0.0,High,100.0,58.2,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
side bag coach,INR,500,0.0,0.0,High,100.0,66.01,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach crossbody thick strap,INR,50,0.0,-0.9,High,100.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
black coach shoes men,INR,500,0.0,0.0,High,96.0,27.15,118.96,Least Frequently Visited,shoes,High,0.0001,0.96,-38.394,Low Opportunity
women's backpack coach,INR,50000,0.0,0.0,High,100.0,57.34,149.77,Moderate Visits,backpacks,High,0.01,1.0,-39.4,Low Opportunity
coach outlet women's watches,INR,500,0.0,0.0,High,100.0,57.34,275.57,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
grey coach wallet,INR,500,0.0,0.0,High,100.0,22.25,117.25,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach taupe crossbody,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
burgundy coach wallet,INR,500,0.0,0.0,High,100.0,18.83,60.76,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach cross body men,INR,50,0.0,0.0,High,100.0,77.02,149.77,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
black coach cross body bag,INR,50,0.0,0.0,High,100.0,52.2,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
pink crossbody coach purse,INR,5000,0.0,9.0,High,100.0,15.4,58.2,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
black crossbody purse coach,INR,5000,0.0,0.0,High,100.0,74.46,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
slim billfold wallet coach,INR,500,0.0,0.0,High,100.0,37.15,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet blue bag,INR,50,9.0,9.0,High,100.0,77.06,256.74,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach mustard bag,INR,50,0.0,0.0,High,97.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.97,-38.7994,Low Opportunity
coach claire crossbody,INR,5000,0.0,0.0,High,100.0,71.03,256.74,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach wallet with flowers,INR,500,0.0,0.0,High,100.0,21.4,99.27,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet black backpack,INR,50,0.0,0.0,High,99.0,100.13,256.74,Least Frequently Visited,backpacks,High,1e-05,0.99,-39.5994,Low Opportunity
coach brown leather backpack,INR,500,0.0,0.0,High,100.0,25.67,74.46,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach sale items,INR,50,0.0,0.0,High,100.0,42.79,149.77,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
green coach purse outlet,INR,50,0.0,0.0,High,97.0,59.05,224.22,Least Frequently Visited,handbags_purses,High,1e-05,0.97,-38.7994,Low Opportunity
turquoise coach bag,INR,500,0.0,0.0,High,100.0,18.83,93.04,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach rectangle bag,INR,500,0.0,0.0,High,100.0,25.67,81.3,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach purse tote bag,INR,500,0.0,9.0,High,99.0,80.45,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.99,-39.594,Low Opportunity
coach outlet online crossbody bags,INR,50,0.0,0.0,Low,0.0,,,Least Frequently Visited,handbags_purses,,1e-05,0.0,0.0006000000000000001,Low Opportunity
coach 60 off sale,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet outlet,INR,5000000,0.0,0.0,High,100.0,29.95,29.95,High User Searched,general_coach,High,1.0,1.0,19.999999999999996,Low Opportunity
10011174jax,INR,50,0.0,0.0,High,86.0,,,Least Frequently Visited,other,High,1e-05,0.86,-34.3994,Low Opportunity
yellow coach crossbody,INR,500,9.0,0.0,High,100.0,19.68,36.8,Least Frequently Visited,crossbody_bags,High,0.0001,1.0,-39.994,Low Opportunity
coach factory outlet new york,INR,500,0.0,0.0,High,100.0,104.41,208.17,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach wallet crossbody bag,INR,50,0.0,0.0,High,100.0,29.1,149.77,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach crossbody travel bag,INR,500,0.0,0.0,High,100.0,27.39,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet red,INR,500,0.0,0.0,High,100.0,136.93,249.04,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet sale handbags,INR,5000,0.0,0.0,High,100.0,35.26,240.48,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet pink tote,INR,50,9.0,9.0,High,100.0,76.17,256.74,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
new coach handbags,INR,50000,0.0,9.0,High,100.0,120.67,149.77,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach outlet sign in,INR,500,0.0,0.0,High,100.0,169.45,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach black sling bag,INR,500,0.0,9.0,High,100.0,10.27,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet large bags,INR,500,0.0,0.0,High,100.0,29.1,256.74,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach cylinder bag,INR,500,0.0,0.0,High,100.0,21.4,100.13,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet pink wallet,INR,500,9.0,9.0,High,100.0,58.2,195.13,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach 70 off online sale,INR,50,0.0,0.0,Low,23.0,,,Least Frequently Visited,general_coach,Low,1e-05,0.23,-9.1994,Low Opportunity
coach mini wallet crossbody,INR,500,0.0,0.0,High,93.0,11.98,51.35,Least Frequently Visited,wallets,High,0.0001,0.93,-37.194,Low Opportunity
coach purse cross body,INR,500,0.0,0.0,High,100.0,71.89,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
brown coach handbag,INR,50000,0.0,0.0,High,100.0,104.41,149.77,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach outlet slim wallet,INR,50,0.0,0.0,High,100.0,64.19,256.74,Least Frequently Visited,wallets,High,1e-05,1.0,-39.9994,Low Opportunity
coach sale tote bags,INR,5000,0.0,0.0,High,100.0,20.54,134.36,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
light blue coach wallet,INR,500,0.0,0.0,High,100.0,26.53,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet small crossbody,INR,50,0.0,0.0,High,100.0,73.6,216.52,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
coach pack bag,INR,50,0.0,0.0,High,79.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.79,-31.599400000000006,Low Opportunity
coach outlet black wallet,INR,500,0.0,0.0,High,100.0,78.73,256.74,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach tote bags for women,INR,5000,0.0,9.0,High,100.0,52.2,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach suitcases outlet online,INR,50,0.0,0.0,Low,0.0,,,Least Frequently Visited,general_coach,,1e-05,0.0,0.0006000000000000001,Low Opportunity
coach small backpack purse,INR,500,0.0,0.0,High,98.0,19.68,149.77,Least Frequently Visited,handbags_purses,High,0.0001,0.98,-39.194,Low Opportunity
coach flower crossbody,INR,50,0.0,0.0,High,91.0,,,Least Frequently Visited,crossbody_bags,High,1e-05,0.91,-36.39940000000001,Low Opportunity
coach dinosaur backpack,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach cross bag mens,INR,50,0.0,0.0,Medium,60.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.6,-23.999399999999998,Low Opportunity
discounted coach handbags,INR,5000,9.0,9.0,High,100.0,31.67,223.37,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach women's backpack purse,INR,500,0.0,9.0,High,100.0,30.81,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach bag men's backpack,INR,50,9.0,9.0,High,100.0,95.0,256.74,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach official site outlet,INR,50,0.0,0.0,High,69.0,43.65,256.74,Least Frequently Visited,general_coach,High,1e-05,0.69,-27.599399999999996,Low Opportunity
buy coach online,INR,50,0.0,0.0,High,74.0,131.8,149.77,Least Frequently Visited,general_coach,High,1e-05,0.74,-29.5994,Low Opportunity
coach website usa,INR,500,9.0,0.0,High,82.0,149.77,149.77,Least Frequently Visited,general_coach,High,0.0001,0.82,-32.794000000000004,Low Opportunity
coach outlet clearance wallets,INR,50,0.0,0.0,High,73.0,,,Least Frequently Visited,wallets,High,1e-05,0.73,-29.199399999999997,Low Opportunity
coach outlet men's messenger bag,INR,50,0.0,0.0,High,100.0,173.73,256.74,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
cheap coach backpacks,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,backpacks,High,0.0001,1.0,-39.994,Low Opportunity
coach women's clothing,INR,500,0.0,0.0,High,100.0,45.36,149.77,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
brown and black coach purse,INR,5000,0.0,0.0,High,100.0,28.24,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
tienda coach outlet,INR,500,0.0,0.0,High,94.0,58.2,204.54,Least Frequently Visited,general_coach,High,0.0001,0.94,-37.594,Low Opportunity
black coach tote purse,INR,5000,0.0,0.0,High,100.0,94.14,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach wallet outlet clearance,INR,50,0.0,0.0,Medium,38.0,,,Least Frequently Visited,wallets,Medium,1e-05,0.38,-15.199400000000002,Low Opportunity
navy blue coach crossbody bag,INR,500,0.0,0.0,High,99.0,13.25,79.59,Least Frequently Visited,handbags_purses,High,0.0001,0.99,-39.594,Low Opportunity
coach fold wallet,INR,500,0.0,0.0,High,100.0,25.67,95.85,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet real,INR,500,-0.9,-0.9,High,99.0,146.77,256.74,Least Frequently Visited,general_coach,High,0.0001,0.99,-39.594,Low Opportunity
coach outlet leather bags,INR,500,0.0,9.0,High,100.0,56.48,195.13,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach yellow backpack,INR,50,0.0,-0.9,High,100.0,,,Least Frequently Visited,backpacks,High,1e-05,1.0,-39.9994,Low Opportunity
coach monogram tote,INR,500,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
crossbody bag men coach,INR,5000,0.0,0.0,High,100.0,100.99,154.05,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach crossbody purses for women,INR,5000,0.0,0.0,High,100.0,45.36,149.77,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
outlet coach miami,INR,5000,0.0,0.0,High,100.0,24.82,93.28,Moderate Visits,general_coach,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach outlet prices,INR,500,0.0,9.0,High,99.0,50.49,240.48,Least Frequently Visited,general_coach,High,0.0001,0.99,-39.594,Low Opportunity
coach outlet california,INR,500,0.0,0.0,High,99.0,136.93,256.74,Least Frequently Visited,general_coach,High,0.0001,0.99,-39.594,Low Opportunity
men's coach purse,INR,500,0.0,9.0,High,100.0,80.05,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
thick strap coach bag,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach murse,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach slippers outlet,INR,500,0.0,9.0,High,100.0,38.47,218.23,Least Frequently Visited,shoes,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet new arrivals,INR,500,0.0,0.0,High,100.0,64.19,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach usa black friday sale,INR,50,0.0,,Low,28.0,,,Least Frequently Visited,general_coach,Low,1e-05,0.28,-11.1994,Low Opportunity
coach outlet willow tote,INR,50,0.0,0.0,High,100.0,,,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet purses crossbody,INR,50,0.0,0.0,High,78.0,,,Least Frequently Visited,handbags_purses,High,1e-05,0.78,-31.199400000000004,Low Opportunity
burgundy purse coach,INR,500,0.0,9.0,High,100.0,16.26,73.51,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach luggage mens,INR,50,0.0,0.0,High,100.0,48.78,127.76,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach men's handbags sale,INR,50,0.0,0.0,Medium,42.0,,,Least Frequently Visited,handbags_purses,Medium,1e-05,0.42,-16.799400000000002,Low Opportunity
coach outlet clearance sale shoes,INR,50,0.0,-0.9,High,82.0,,,Least Frequently Visited,shoes,High,1e-05,0.82,-32.7994,Low Opportunity
coach outlet crossbody handbags,INR,5000,0.0,0.0,High,100.0,48.1,256.74,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
canvas coach tote bag,INR,5000,0.0,0.0,High,100.0,24.82,136.07,Moderate Visits,handbags_purses,High,0.001,1.0,-39.940000000000005,Low Opportunity
google coach outlet,INR,50,0.0,0.0,High,70.0,115.96,215.66,Least Frequently Visited,general_coach,High,1e-05,0.7,-27.999399999999998,Low Opportunity
coach outlet women's boots,INR,50,0.0,0.0,High,100.0,59.05,239.9,Least Frequently Visited,shoes,High,1e-05,1.0,-39.9994,Low Opportunity
crossbody coach handbags,INR,50000,0.0,0.0,High,100.0,53.92,149.77,Moderate Visits,handbags_purses,High,0.01,1.0,-39.4,Low Opportunity
coach outlet small bag,INR,500,0.0,9.0,High,100.0,51.35,230.21,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach cross over,INR,500,0.0,0.0,High,100.0,35.09,149.77,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
small crossbody bag coach,INR,50,0.0,0.0,High,85.0,67.61,149.77,Least Frequently Visited,handbags_purses,High,1e-05,0.85,-33.9994,Low Opportunity
coach cross body black,INR,50,0.0,0.0,High,100.0,65.04,149.77,Least Frequently Visited,crossbody_bags,High,1e-05,1.0,-39.9994,Low Opportunity
coach sling crossbody bag,INR,500,0.0,0.0,High,100.0,62.47,149.77,Least Frequently Visited,handbags_purses,High,0.0001,1.0,-39.994,Low Opportunity
coach outlet sign up,INR,500,9.0,9.0,High,96.0,181.43,256.74,Least Frequently Visited,general_coach,High,0.0001,0.96,-38.394,Low Opportunity
coach women crossbody,INR,5000,0.0,0.0,High,100.0,55.63,149.77,Moderate Visits,crossbody_bags,High,0.001,1.0,-39.940000000000005,Low Opportunity
coach leather wallet women's,INR,500,0.0,0.0,High,100.0,34.23,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach deals today,INR,50,0.0,0.0,High,100.0,23.11,165.17,Least Frequently Visited,general_coach,High,1e-05,1.0,-39.9994,Low Opportunity
coach outlet men's boots,INR,50,0.0,0.0,High,99.0,159.59,256.74,Least Frequently Visited,shoes,High,1e-05,0.99,-39.5994,Low Opportunity
coach small black crossbody,INR,500,0.0,0.0,High,94.0,38.51,134.36,Least Frequently Visited,crossbody_bags,High,0.0001,0.94,-37.594,Low Opportunity
coach wallet women black,INR,500,0.0,9.0,High,100.0,54.98,149.77,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
coach shoes men black,INR,500,9.0,9.0,High,97.0,30.81,149.77,Least Frequently Visited,shoes,High,0.0001,0.97,-38.794000000000004,Low Opportunity
coach outlet black,INR,500,0.0,0.0,High,100.0,136.93,256.74,Least Frequently Visited,general_coach,High,0.0001,1.0,-39.994,Low Opportunity
coach camel bag,INR,50,0.0,0.0,High,100.0,38.51,150.62,Least Frequently Visited,handbags_purses,High,1e-05,1.0,-39.9994,Low Opportunity
coach mini crossbody wallet,INR,500,0.0,9.0,High,100.0,37.32,198.55,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
teal coach wallet,INR,500,0.0,0.0,High,99.0,27.39,113.82,Least Frequently Visited,wallets,High,0.0001,0.99,-39.594,Low Opportunity
coach outlet red wallet,INR,500,0.0,0.0,High,100.0,68.46,185.71,Least Frequently Visited,wallets,High,0.0001,1.0,-39.994,Low Opportunity
